su	O
opinión	O
debería	O
contar	O
con	O
la	O
mejora	O
de	O
la	O
planificación	O
de	O
los	O
recursos	O
disponibles	O
en	O
toda	O
la	O
red	O
.	O
[BREAK]	O
El	O
sindicato	O
considera	O
que	O
se	O
están	O
utilizando	O
mal	O
los	O
recursos	O
y	O
que	O
deberían	O
establecerse	O
los	O
turnos	O
de	O
tarde	O
en	O
los	O
quirófanos	O
.	O
[BREAK]	O
También	O
hace	O
un	O
llamamiento	O
a	O
la	O
nueva	O
titular	O
de	O
Sanidad	O
,	O
[[Celia_Villalobos]]	O
,	O
para	O
que	O
solucione	O
el	O
problema	O
de	O
la	O
escasez	O
de	O
profesionales	O
sanitarios	O
,	O
que	O
en	O
el	O
caso	O
de	O
la	O
enfermería	O
cifran	O
en	O
100.000	O
puestos	O
.	O
[BREAK]	O
Recuerdan	O
que	O
la	O
[[Organización_Mundial_de_la_Salud]]	4
(	O
[[OMS]]	4
)	O
aconseja	O
1	O
enfermera	O
por	O
cada	O
140	O
habitantes	O
,	O
mientras	O
que	O
en	O
[[España]]	1
hay	O
1	O
por	O
cada	O
226	O
.	O
[BREAK]	O
A	O
su	O
juicio	O
,	O
otros	O
de	O
los	O
objetivos	O
que	O
debe	O
plantearse	O
el	O
[[Gobierno]]	O
es	O
el	O
incremento	O
del	O
presupuesto	O
destinado	O
a	O
sanidad	O
,	O
de	O
forma	O
que	O
se	O
equipare	O
con	O
la	O
media	O
europea	O
,	O
que	O
en	O
muchos	O
casos	O
supera	O
el	O
9%	O
del	O
PIB	O
,	O
mientas	O
que	O
en	O
[[España]]	1
es	O
del	O
6%	O
.	O
[BREAK]	O
[[Sevilla]]	O
,	O
23	O
may	O
(	O
[[EFE]]	O
)	O
<DOC>
grupo	O
alemán	O
[[Bertelsmann]]	1
,	O
empresa	O
editorial	O
y	O
de	O
medios	O
de	O
comunicación	O
,	O
ha	O
llegado	O
a	O
un	O
acuerdo	O
"	O
en	O
el	O
marco	O
de	O
su	O
reciente	O
alianza	O
"	O
con	O
[[Telefónica]]	2
para	O
adquirir	O
cerca	O
del	O
11%	O
de	O
[[Antena-3_Televisión]]	3
,	O
informó	O
hoy	O
en	O
una	O
nota	O
el	O
[[Grupo_Telefónica]]	4
.	O
[BREAK]	O
El	O
acuerdo	O
,	O
que	O
se	O
formalizará	O
en	O
los	O
próximos	O
días	O
,	O
supone	O
que	O
el	O
presidente	O
y	O
consejero	O
delegado	O
de	O
[[Bertelsmann]]	1
,	O
[[Thomas_Middelhoff]]	O
,	O
será	O
nombrado	O
consejero	O
y	O
vicepresidente	O
de	O
[[Antena-3_Televisión]]	3
.	O
[BREAK]	O
Con	O
esta	O
incorporación	O
al	O
capital	O
de	O
[[Antena-3]]	5
"	O
se	O
refuerza	O
aún	O
más	O
el	O
liderazgo	O
de	O
esta	O
cadena	O
de	O
televisión	O
,	O
manteniendo	O
el	O
[[Grupo_Telefónica]]	4
el	O
control	O
de	O
la	O
misma	O
"	O
,	O
señala	O
el	O
comunicado	O
.	O
[BREAK]	O
El	O
actual	O
director	O
general	O
de	O
Relaciones	O
Institucionales,	O
Comunicación,	O
Márketing.	O
Publicidad	O
de	O
[[Telefónica]]	2
,	O
[[Miguel_García-Durán]]	O
,	O
se	O
incorporará	O
a	O
[[Antena-3]]	5
como	O
consejero	O
y	O
vicepresidente	O
,	O
labor	O
que	O
simultaneará	O
con	O
sus	O
actual	O
trabajo	O
.	O
[BREAK]	O
[[Telefónica]]	2
indica	O
en	O
su	O
comunicado	O
que	O
[[Bertelsmann]]	1
,	O
que	O
opera	O
en	O
54	O
países	O
y	O
emplea	O
a	O
cerca	O
de	O
65.000	O
personas	O
,	O
abarca	O
la	O
edición	O
de	O
prensa	O
,	O
libros	O
y	O
música	O
,	O
y	O
tiene	O
intereses	O
en	O
la	O
televisión	O
,	O
radio	O
,	O
cine	O
,	O
servicios	O
multimedia	O
y	O
comercio	O
a	O
través	O
de	O
Internet	O
.	O
[BREAK]	O
[[Antena_3]]	5
,	O
donde	O
[[Telefónica]]	2
tiene	O
la	O
mayoría	O
del	O
capital	O
,	O
obtuvo	O
en	O
1999	O
un	O
beneficio	O
neto	O
de	O
21.000	O
millones	O
de	O
pesetas	O
,	O
un	O
incremento	O
del	O
59,5%	O
sobre	O
el	O
ejercicio	O
anterior	O
,	O
añade	O
la	O
citada	O
nota	O
.	O
[BREAK]	O
[[Albacete]]	O
,	O
23	O
may	O
(	O
[[EFE]]	O
)	O
<DOC>
secretario	O
de	O
Comunicación	O
de	O
[[Unió_Democrática_de_Cataluña]]	4
(	O
[[UDC]]	4
)	O
,	O
[[Jordi_Casas]]	1
,	O
manifestó	O
hoy	O
que	O
la	O
propuesta	O
del	O
portavoz	O
del	O
[[Gobierno]]	O
catalán	O
,	O
[[Artur_Mas]]	2
,	O
para	O
que	O
[[CDC]]	5
y	O
[[UDC]]	4
se	O
fusionen	O
constituye	O
una	O
estrategia	O
que	O
supone	O
"	O
un	O
gran	O
error	O
que	O
pone	O
en	O
crisis	O
la	O
coalición	O
"	O
.	O
[BREAK]	O
[[Artur_Mas]]	2
,	O
que	O
se	O
perfila	O
como	O
el	O
próximo	O
secretario	O
general	O
de	O
[[Convergencia]]	O
,	O
aseguró	O
ayer	O
que	O
su	O
intención	O
es	O
conseguir	O
la	O
fusión	O
entre	O
[[CDC]]	5
y	O
[[UDC]]	4
para	O
que	O
se	O
eviten	O
discusiones	O
sobre	O
a	O
qué	O
partido	O
debe	O
pertenecer	O
el	O
sucesor	O
de	O
[[Jordi_Pujol]]	O
al	O
frente	O
de	O
la	O
coalición	O
[[CiU]]	6
.	O
[BREAK]	O
En	O
el	O
acto	O
de	O
entrega	O
de	O
una	O
distinción	O
que	O
el	O
gobierno	O
de	O
[[Chile]]	7
ha	O
concedido	O
al	O
dirigente	O
democristiano	O
[[Josep_Antoni_Duran._Lleida]]	3
,	O
[[Jordi_Casas]]	1
consideró	O
que	O
debe	O
darse	O
"	O
una	O
rectificación	O
de	O
la	O
estrategia	O
"	O
por	O
parte	O
de	O
[[CDC]]	5
.	O
[BREAK]	O
El	O
portavoz	O
democristiano	O
abogó	O
por	O
que	O
se	O
enmarque	O
en	O
los	O
congresos	O
"	O
y	O
no	O
en	O
un	O
debate	O
público	O
a	O
través	O
de	O
los	O
medios	O
de	O
comunicación	O
"	O
la	O
reformulación	O
política	O
de	O
la	O
coalición	O
.	O
[BREAK]	O
"	O
Tal.	O
como	O
habíamos	O
pactado	O
los	O
dos	O
partidos	O
,	O
debe	O
discutirse	O
en	O
los	O
Congresos	O
de	O
los	O
partidos	O
.	O
[BREAK]	O
La	O
última	O
palabra	O
la	O
tienen	O
los	O
militantes	O
"	O
,	O
insistió	O
[[Casas]]	1
.	O
[BREAK]	O
Según	O
el	O
portavoz	O
de	O
[[Unió]]	4
,	O
su	O
partido	O
quiere	O
reforzar	O
la	O
coalición	O
y	O
no	O
responderá	O
a	O
las	O
declaraciones	O
de	O
[[Mas]]	2
con	O
una	O
estrategia	O
paralela	O
"	O
porque	O
eso	O
situaría	O
la	O
crisis	O
en	O
el	O
gobierno	O
catalán	O
"	O
.	O
[BREAK]	O
El	O
consejero	O
de	O
Gobernación	O
y	O
líder	O
de	O
[[UDC]]	4
,	O
[[Josep_Antoni_Duran._Lleida]]	3
,	O
recibió	O
esta	O
mañana	O
por	O
parte	O
del	O
gobierno	O
chileno	O
la	O
"	O
Orden	O
Bernardo	O
O'Higgins	O
"	O
,	O
en	O
reconocimiento	O
a	O
su	O
labor	O
de	O
cooperación	O
y	O
entendimiento	O
con	O
[[Chile]]	7
.	O
[BREAK]	O
[[Duran._Lleida]]	3
no	O
quiso	O
hacer	O
manifestaciones	O
sobre	O
el	O
tema	O
alegando	O
que	O
"	O
el	O
mejor	O
servicio	O
público	O
que	O
le	O
puedo	O
hacer	O
a	O
[[CiU]]	6
y	O
al	O
futuro	O
del	O
gobierno	O
de	O
[[Cataluña]]	O
es	O
no	O
hacer	O
declaraciones	O
"	O
.	O
[BREAK]	O
[[Sarajevo]]	O
,	O
23	O
may	O
(	O
[[EFE]]	O
)	O
<DOC>
[[Mesa_del_Parlamento]]	1
vasco	O
ha	O
aprobado	O
hoy	O
acceder	O
a	O
la	O
solicitud	O
del	O
[[Consejo_Social]]	6
de	O
la	O
[[Universidad_del_País_vasco]]	O
para	O
celebrar	O
el	O
próximo	O
uno	O
de	O
junio	O
en	O
la	O
sede	O
de	O
la	O
[[Cámara]]	2
la	O
ceremonia	O
formal	O
mediante	O
la	O
que	O
se	O
conmemorará	O
el	O
décimo	O
aniversario	O
del	O
nacimiento	O
de	O
este	O
órgano	O
consultivo	O
.	O
[BREAK]	O
El	O
acto	O
se	O
une	O
a	O
los	O
aniversarios	O
del	O
[[Ararteko]]	3
y	O
del	O
[[Tribunal_de_Cuentas]]	4
celebrados	O
ya	O
durante	O
este	O
ejercicio	O
y	O
se	O
vincula	O
también	O
a	O
la	O
lista	O
de	O
actividades	O
ligadas	O
a	O
la	O
celebración	O
del	O
vigésimo	O
aniversario	O
de	O
la	O
[[Cámara]]	2
.	O
[BREAK]	O
Aunque	O
la	O
Ley	O
mediante	O
la	O
que	O
se	O
creaba	O
este	O
órgano	O
data	O
de	O
1.985	O
problemas	O
para	O
completar	O
las	O
mayorías	O
previstas	O
impidieron	O
que	O
el	O
[[Consejo]]	6
comenzase	O
a	O
funcionar	O
hasta	O
el	O
17	O
de	O
noviembre	O
de	O
1.989	O
.	O
[BREAK]	O
Por	O
otra	O
parte	O
la	O
[[Mesa_del_Parlamento]]	1
ha	O
recibido	O
la	O
certificación	O
de	O
la	O
[[Comisión_de_Economía]]	O
en	O
la	O
que	O
se	O
han	O
fijado	O
los	O
criterios	O
de	O
trabajo	O
para	O
el	O
[[Tribunal_de_Cuentas]]	4
en	O
este	O
ejercicio	O
.	O
[BREAK]	O
La	O
fiscalización	O
de	O
ocho	O
ayuntamientos	O
y	O
una	O
diputación	O
encabeza	O
una	O
lista	O
que	O
hace	O
especial	O
hincapié	O
en	O
la	O
gestión	O
de	O
las	O
herramientas	O
de	O
política	O
industrial	O
del	O
[[Gobierno]]	O
y	O
de	O
algunas	O
de	O
sus	O
sociedades	O
públicas	O
.	O
[BREAK]	O
La	O
[[Mesa]]	O
ha	O
recibido	O
también	O
el	O
informe	O
del	O
[[Ararteko]]	3
sobre	O
la	O
Proposición	O
para	O
reformar	O
la	O
Ley	O
que	O
regula	O
esta	O
figura	O
,	O
presentada	O
por	O
las	O
[[Juntas_Generales_de_Bizkaia]]	O
y	O
ha	O
recibido	O
una	O
invitación	O
formal	O
de	O
la	O
[[Mesa_de_Baleares]]	O
para	O
visitar	O
el	O
[[Parlamento]]	O
de	O
aquella	O
comunidad	O
.	O
[BREAK]	O
[[Sevilla]]	O
,	O
23	O
may	O
(	O
[[EFE]]	O
)	O
<DOC>
diputado	O
general	O
de	O
[[Alava]]	2
,	O
[[Ramón_Rabanera]]	1
(	O
[[PP]]	3
)	O
,	O
responsabilizó	O
hoy	O
al	O
[[PNV]]	4
de	O
los	O
presuntos	O
perjuicios	O
que	O
hayan	O
podido	O
ocasionar	O
en	O
la	O
[[Caja_Vital]]	5
las	O
operaciones	O
que	O
ésta	O
mantuvo	O
desde	O
hace	O
varios	O
años	O
con	O
el	O
promotor	O
inmobiliario	O
,	O
[[José_Antonio_Gordo]]	O
,	O
y	O
que	O
la	O
entidad	O
investiga	O
en	O
estos	O
momentos	O
.	O
[BREAK]	O
Desde	O
hace	O
varios	O
días	O
diversos	O
medios	O
de	O
comunicación	O
han	O
revelado	O
que	O
la	O
entidad	O
de	O
ahorro	O
alavesa	O
ha	O
tenido	O
durante	O
los	O
últimos	O
años	O
un	O
posible	O
quebranto	O
económico	O
debido	O
a	O
operaciones	O
realizadas	O
con	O
el	O
promotor	O
y	O
presidente	O
de	O
la	O
[[Cooperativa_Vitoriana_de_la_Vivienda]]	O
,	O
y	O
con	O
algunos	O
de	O
sus	O
socios	O
.	O
[BREAK]	O
Durante	O
el	O
tiempo	O
en	O
el	O
que	O
supuestamente	O
sucedieron	O
esos	O
hechos	O
la	O
[[Caja_Vital]]	5
estuvo	O
presidida	O
por	O
el	O
[[PNV]]	4
.	O
[BREAK]	O
Desde	O
las	O
elecciones	O
celebradas	O
el	O
pasado	O
mes	O
de	O
marzo	O
,	O
la	O
preside	O
[[Pascual_Jover]]	O
,	O
candidato	O
de	O
la	O
plataforma	O
integrada	O
por	O
[[PP]]	3
,	O
[[PSE-EE]]	O
y	O
[[UA]]	O
.	O
[BREAK]	O
A	O
pesar	O
de	O
que	O
la	O
[[Caja_Vital]]	5
continúa	O
investigando	O
lo	O
sucedido	O
,	O
[[Rabanera]]	1
aseguró	O
hoy	O
que	O
"	O
si	O
esas	O
denuncias	O
que	O
han	O
salido	O
en	O
algunos	O
medios	O
son	O
ciertas	O
,	O
el	O
gran	O
responsable	O
de	O
todo	O
esto	O
es	O
el	O
[[PNV]]	4
porque	O
ha	O
estado	O
monopolizando	O
el	O
[[Gobierno_de_la_Caja]]	O
en	O
estos	O
últimos	O
veinte	O
años	O
"	O
.	O
[BREAK]	O
El	O
diputado	O
general	O
de	O
[[Alava]]	2
mostró	O
su	O
"	O
preocupación	O
"	O
por	O
las	O
denuncias	O
de	O
irregularidades	O
desveladas	O
en	O
los	O
últimos	O
días	O
,	O
y	O
reiteró	O
que	O
la	O
formación	O
jeltzale	O
"	O
es	O
responsable	O
,	O
entre	O
otras	O
cosas	O
,	O
porque	O
no	O
ha	O
dejado	O
entrar	O
a	O
otros	O
para	O
que	O
pudieran	O
enterarse	O
de	O
las	O
posibles	O
maniobras	O
que	O
han	O
ocurrido	O
dentro	O
,	O
si	O
ha	O
habido	O
esas	O
maniobras	O
"	O
.	O
[BREAK]	O
[[Rabanera]]	1
dijo	O
que	O
"	O
no	O
me	O
extraña	O
nada	O
que	O
el	O
[[PNV]]	4
hiciera	O
de	O
la	O
[[Caja_Vital]]	5
una	O
especie	O
de	O
fuerte	O
amurallado	O
donde	O
los	O
demás	O
partidos	O
o	O
personas	O
independientes	O
no	O
pudieran	O
entrar	O
"	O
,	O
por	O
lo	O
que	O
alabó	O
el	O
cambió	O
de	O
la	O
presidencia	O
que	O
está	O
permitiendo	O
,	O
a	O
su	O
juicio	O
,	O
que	O
"	O
haya	O
mayor	O
transparencia	O
y	O
se	O
empiecen	O
a	O
conocer	O
cosas	O
extrañas	O
ocurridas	O
"	O
.	O
[BREAK]	O
Finalmente	O
,	O
añadió	O
que	O
la	O
[[Diputación]]	O
"	O
dejará	O
que	O
actúe	O
la	O
comisión	O
de	O
investigación	O
"	O
para	O
que	O
se	O
aclaren	O
los	O
hechos	O
<DOC>
vicepresidente	O
primero	O
del	O
[[Gobierno]]	O
,	O
[[Mariano_Rajoy]]	1
,	O
aseguró	O
hoy	O
que	O
el	O
[[Ejecutivo]]	2
prepara	O
reformas	O
estructurales	O
para	O
fortalecer	O
la	O
libre	O
competencia	O
y	O
confió	O
en	O
que	O
el	O
[[Tribunal_de_Defensa_de_la_Competencia]]	O
determine	O
si	O
existe	O
algún	O
tipo	O
de	O
acuerdo	O
entre	O
las	O
petroleras	O
españolas	O
.	O
[BREAK]	O
Preguntado	O
por	O
la	O
posibilidad	O
de	O
que	O
[[Cepsa]]	O
y	O
[[Repsol]]	O
tengan	O
un	O
acuerdo	O
para	O
determinar	O
los	O
precios	O
de	O
los	O
carburantes	O
,	O
[[Mariano_Rajoy]]	1
señaló	O
-	O
al	O
término	O
de	O
su	O
comparecencia	O
en	O
el	O
[[Congreso]]	O
ante	O
la	O
comisión	O
Constitucional	O
-	O
que	O
"	O
eso	O
tendrán	O
que	O
decirlo	O
los	O
organismos	O
y	O
el	O
tribunal	O
de	O
[[Defensa_de_la_Competencia]]	O
,	O
y	O
espero	O
que	O
lo	O
hagan	O
"	O
.	O
[BREAK]	O
El	O
vicepresidente	O
primero	O
y	O
ministro	O
de	O
la	O
[[Presidencia]]	O
aseguró	O
que	O
el	O
[[Ejecutivo]]	2
planteará	O
"	O
algunas	O
reformas	O
estructurales	O
"	O
para	O
garantizar	O
la	O
libre	O
competencia	O
que	O
se	O
darán	O
a	O
conocer	O
el	O
próximo	O
mes	O
de	O
junio	O
.	O
[BREAK]	O
[[Rajoy]]	1
se	O
refería	O
así	O
al	O
anuncio	O
de	O
que	O
la	O
[[Comisión_Europea]]	O
investigará	O
el	O
posible	O
acuerdo	O
de	O
las	O
petroleras	O
en	O
[[España]]	O
para	O
elevar	O
los	O
precios	O
de	O
las	O
gasolinas	O
<DOC>
revista	O
literaria	O
y	O
de	O
arte	O
"	O
[[Correspondencia]]	1
"	O
de	O
[[Mérida]]	O
ha	O
dedicado	O
su	O
cuarto	O
número	O
a	O
"	O
la	O
poesía	O
visual	O
"	O
y	O
recoge	O
obras	O
de	O
14	O
artistas	O
extremeños	O
,	O
informó	O
hoy	O
su	O
editor	O
y	O
coordinador	O
,	O
[[Manuel_Díaz_Pérez]]	2
.	O
[BREAK]	O
Según	O
[[Díaz_Pérez]]	2
,	O
también	O
responsable	O
de	O
la	O
librería	O
emeritense	O
"	O
Punto	O
Aparte	O
"	O
,	O
se	O
ha	O
tratado	O
de	O
publicar	O
un	O
monográfico	O
sobre	O
este	O
tipo	O
de	O
creación	O
artística	O
,	O
que	O
combina	O
numerosos	O
factores	O
plásticos	O
con	O
el	O
objetivo	O
de	O
crear	O
elementos	O
poéticos	O
,	O
mediante	O
la	O
inserción	O
de	O
obras	O
de	O
"	O
los	O
creadores	O
más	O
representativos	O
de	O
[[Extremadura]]	O
"	O
.	O
[BREAK]	O
Los	O
artistas	O
incluidos	O
en	O
este	O
número	O
de	O
"	O
[[Correspondencia]]	1
"	O
son	O
,	O
además	O
del	O
propio	O
[[Manuel_Díaz]]	2
,	O
[[Marisa_de_Llanos]]	O
,	O
[[Hilario_Bravo]]	O
,	O
[[Antonio_Gómez]]	O
,	O
[[Lourdes_Murillo]]	O
,	O
[[Elias_Moro]]	O
,	O
[[Isidro_Ortiz]]	O
,	O
[[Rosa_Lencero]]	O
,	O
[[Rodolfo_Franco]]	O
,	O
[[José_Cáceres]]	O
,	O
[[Pilar_Fernández]]	O
,	O
"	O
[[Corpá]]	O
"	O
,	O
[[Joaquín_Gómez]]	O
y	O
[[Calderón_Paredes]]	O
.	O
[BREAK]	O
Como	O
ejemplo	O
de	O
esta	O
plasticidad	O
poética	O
,	O
figuran	O
títulos	O
como	O
"	O
Ideograma	O
de	O
las	O
Espigas	O
"	O
,	O
"	O
5	O
de	O
Arrobas	O
"	O
y	O
"	O
Definiciones	O
al	O
Margen	O
"	O
<DOC>
presidente	O
de	O
[[Venezuela]]	O
,	O
[[Hugo_Chávez]]	2
,	O
dijo	O
hoy	O
que	O
es	O
una	O
"	O
extravagancia	O
electoral	O
"	O
la	O
petición	O
de	O
asilo	O
formulada	O
por	O
su	O
ex	O
compañero	O
de	O
armas	O
[[Luis_Pineda]]	1
en	O
la	O
[[Embajada_de_Brasil]]	O
.	O
[BREAK]	O
[[Pineda]]	1
,	O
ex	O
comandante	O
del	O
[[Ejército]]	O
y	O
ex	O
jefe	O
de	O
investigaciones	O
de	O
la	O
policía	O
de	O
seguridad	O
del	O
[[Estado]]	O
(	O
[[DISIP]]	3
)	O
,	O
estuvo	O
encargado	O
de	O
la	O
seguridad	O
de	O
[[Chávez]]	2
cuando	O
era	O
candidato	O
presidencial	O
y	O
pasó	O
a	O
la	O
oposición	O
junto	O
a	O
su	O
superior	O
en	O
la	O
[[DISIP]]	3
,	O
el	O
también	O
ex	O
comandante	O
[[Jesús_Urdaneta]]	O
.	O
[BREAK]	O
Aunque	O
[[Pineda]]	1
efectuó	O
la	O
solicitud	O
de	O
asilo	O
el	O
lunes	O
,	O
representantes	O
de	O
la	O
embajada	O
brasileña	O
consultados	O
por	O
[[EFE]]	4
negaron	O
el	O
hecho	O
y	O
dijeron	O
no	O
estar	O
al	O
tanto	O
del	O
problema	O
.	O
[BREAK]	O
[[Chávez]]	2
,	O
entrevistado	O
por	O
[[Radio_Caracas_Televisión]]	O
,	O
consideró	O
curioso	O
que	O
[[Luis_Pineda]]	1
solicite	O
el	O
asilo	O
cinco	O
días	O
antes	O
de	O
las	O
elecciones	O
generales	O
del	O
28	O
de	O
mayo	O
,	O
sobre	O
todo	O
cuando	O
es	O
público	O
que	O
apoya	O
a	O
su	O
principal	O
rival	O
,	O
el	O
también	O
ex	O
comandante	O
[[Francisco_Arias]]	O
.	O
[BREAK]	O
[[Pineda]]	1
explicó	O
que	O
había	O
tomado	O
la	O
decisión	O
de	O
acudir	O
a	O
la	O
sede	O
diplomática	O
brasileña	O
después	O
de	O
haber	O
sido	O
asaltado	O
el	O
domingo	O
por	O
presuntos	O
miembros	O
de	O
la	O
[[DISIP]]	3
,	O
dijo	O
temer	O
por	O
su	O
vida	O
y	O
aseguró	O
ser	O
un	O
perseguido	O
político	O
del	O
gobierno	O
debido	O
a	O
los	O
informes	O
que	O
levantó	O
sobre	O
actos	O
de	O
corrupción	O
de	O
altos	O
dirigentes	O
del	O
régimen	O
.	O
[BREAK]	O
